Procedimento;Classificação;D.V.;Descrição;Valor
3471;04.08.04.023;8;TRANSPOSICAO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENCA NEUROMUSCULAR;"784,95"
3719;04.08.06.053;0;TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA MULTIPLA;"346,53"
3716;04.08.06.054;9;TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA;"214,21"
3623;04.08.05.041;1;TRANSPOSICAO DA FIBULA PARA A TIBIA;"614,28"
3219;04.08.02.031;8;TRANSPOSICAO DA ULNA PARA O RADIO;"366,37"
2873;04.06.02.047;7;TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO;"1.575,72"
8525;04.03.02.010;7;TRANSPOSICAO DO NERVO CUBITAL;"515,25"
7573;04.16.06.008;0;TRAQUELECTOMIA RADICAL EM ONCOLOGIA;"5.403,43"
3906;04.09.06.027;5;TRAQUELOPLASTIA;"324,23"
3981;04.12.01.010;0;TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA;"733,68"
3990;04.12.01.009;7;TRAQUEOPLASTIA POR ACESSO TORACICO;"733,68"
3984;04.12.01.011;9;TRAQUEORRAFIA E/OU FECHAMENTO DE FISTULA TRAQUEO-CUTANEA;"516,22"
1338;02.09.04.003;3;TRAQUEOSCOPIA;"348,59"
2474;04.04.01.037;7;TRAQUEOSTOMIA;"554,73"
3985;04.12.01.012;7;TRAQUEOSTOMIA COM COLOCACAO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA;"227,63"
3987;04.12.02.007;6;TRAQUEOSTOMIA MEDIASTINAL;"733,68"
10202;04.16.03.029;7;TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA;"910,50"
4164;04.15.01.001;2;TRATAMENTO C/ CIRURGIAS MULTIPLAS;"0,00"
3201;04.08.02.039;3;TRATAMENTO CIRUGICO DE FRATURA DA DIAFISE DO UMERO;"364,95"
3466;04.08.04.024;6;TRATAMENTO CIRURGICO DA AVULSAO DE TUBEROSIDADES / ESPINHAS E CRISTA ILIACA S/ LESAO DO ANEL PELVICO;"195,99"
10031;04.04.03.027;0;TRATAMENTO CIRURGICO DA INSUFICIENCIA VELOFARINGEA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"1.425,84"
3141;04.08.01.023;1;TRATAMENTO CIRURGICO DA SINDROME DO IMPACTO SUB-ACROMIAL;"295,75"
3515;04.08.05.042;0;TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES;"385,05"
8515;04.03.01.019;5;TRATAMENTO CIRURGICO DE ABSCESSO INTRACRANIANO;"1.505,45"
2943;04.07.01.027;0;TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA);"2.270,21"
2848;04.06.02.048;5;TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS;"1.139,80"
3078;04.07.02.042;0;TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO;"212,85"
10017;04.04.02.064;0;TRATAMENTO CIRURGICO DE ANQUILOSE DA ARTICULACAO TEMPORO-MANDIBULAR;"522,33"
3715;04.08.06.055;7;TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES);"420,20"
3714;04.08.06.056;5;TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULACOES;"268,41"
3444;04.08.04.025;4;TRATAMENTO CIRURGICO DE ASSOCIACAO FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO;"1.045,94"
2571;04.04.02.034;8;TRATAMENTO CIRURGICO DE ATRESIA NARINARIA;"265,23"
3074;04.07.02.043;8;TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL);"1.433,83"
3501;04.08.05.043;8;TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER;"759,42"
3801;04.09.01.041;3;TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA;"419,97"
2655;04.05.01.018;4;TRATAMENTO CIRURGICO DE BLEFAROCALASE;"95,42"
1307;04.09.01.042;1;TRATAMENTO CIRURGICO DE CISTO DE RIM POR PUNCAO;"87,78"
4099;04.14.01.032;9;TRATAMENTO CIRURGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR;"361,11"
3783;04.09.01.043;0;TRATAMENTO CIRURGICO DE CISTOCELE;"372,54"
3031;04.07.03.024;7;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS;"1.577,59"
3652;04.08.05.044;6;TRATAMENTO CIRURGICO DE COALIZAO TARSAL;"268,41"
3938;04.09.07.022;0;TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS;"119,35"
8512;04.03.01.020;9;TRATAMENTO CIRURGICO DE CRANIOSSINOSTOSE COM SUTURA UNICA;"807,80"
2316;04.03.01.021;7;TRATAMENTO CIRURGICO DE CRANIOSSINOSTOSE COMPLEXA;"2.018,51"
3240;04.08.02.032;6;TRATAMENTO CIRURGICO DE DEDO EM GATILHO;"241,15"
3605;04.08.06.057;3;TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE);"268,41"
4011;04.12.04.018;2;TRATAMENTO CIRURGICO DE DEFEITOS CONGENITOS DO TORAX;"1.316,08"
7558;04.08.06.058;1;TRATAMENTO CIRURGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR;"377,00"
3394;04.08.03.068;2;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NIVEIS;"2.006,34"
9041;04.08.03.083;6;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NIVEIS;"2.640,73"
3396;04.08.03.066;6;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NIVEIS;"2.639,73"
8477;04.08.03.069;0;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATE OITO NIVEIS;"2.006,34"
3393;04.08.03.067;4;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NIVEIS;"1.720,27"
8463;04.08.03.071;2;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NIVEIS;"2.780,77"
8475;04.08.03.072;0;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NIVEIS;"2.006,34"
9042;04.08.03.084;4;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRES NIVEIS;"2.640,73"
3381;04.08.03.065;8;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NIVEIS;"2.968,78"
9043;04.08.03.085;2;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NIVEIS;"2.640,73"
9039;04.08.03.081;0;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS;"2.640,73"
9047;04.08.03.089;5;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS;"2.620,73"
9038;04.08.03.080;1;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS;"2.640,73"
3395;04.08.03.076;3;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS;"2.640,73"
3352;04.08.03.073;9;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS;"2.074,13"
9040;04.08.03.082;8;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NIVEIS;"2.640,73"
9046;04.08.03.088;7;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NIVEIS;"2.640,73"
9044;04.08.03.086;0;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NIVEIS;"2.506,94"
9048;04.08.03.090;9;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NIVEIS;"2.620,73"
9045;04.08.03.087;9;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRES NIVEIS;"2.640,73"
9744;04.05.05.039;9;TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE CORNEA;"172,12"
2616;04.05.03.010;0;TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA;"159,37"
10043;04.14.01.037;0;TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"126,00"
2321;04.03.01.022;5;TRATAMENTO CIRURGICO DE DISRAFISMO ABERTO;"1.343,12"
2322;04.03.01.023;3;TRATAMENTO CIRURGICO DE DISRAFISMO OCULTO;"1.446,84"
2945;04.07.01.028;9;TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO;"822,91"
3595;04.13.04.016;0;TRATAMENTO CIRURGICO DE ELEFANTIASE AO NIVEL DO PE;"556,44"
3875;04.09.04.020;7;TRATAMENTO CIRURGICO DE ELEFANTIASE DA BOLSA ESCROTAL;"556,44"
3886;04.09.05.010;5;TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS;"509,50"
2299;04.01.02.012;6;TRATAMENTO CIRURGICO DE ESCALPO PARCIAL;"322,14"
2300;04.01.02.013;4;TRATAMENTO CIRURGICO DE ESCALPO TOTAL;"515,87"
2431;04.04.01.038;5;TRATAMENTO CIRURGICO DE ESTENOSE DO CONDUTO AUDITIVO;"577,96"
4001;04.12.01.013;5;TRATAMENTO CIRURGICO DE FISTULA BRONCOPLEURAL COM AMPUTACAO DE COTO BRONQUICO;"1.713,98"
2365;04.03.04.008;6;TRATAMENTO CIRURGICO DE FISTULA CAROTIDEO-CAVERNOSA;"2.008,01"
4108;04.14.01.027;2;TRATAMENTO CIRURGICO DE FISTULA CUTANEA DE ORIGEM DENTARIA;"172,63"
2262;04.01.01.013;9;TRATAMENTO CIRURGICO DE FISTULA DO PESCOCO (POR APROXIMACAO);"29,86"
2566;04.04.02.035;6;TRATAMENTO CIRURGICO DE FISTULA E CISTOS ORO-MAXILARES;"193,15"
10044;04.14.01.038;8;TRATAMENTO CIRURGICO DE FISTULA INTRA / EXTRAORAL;"19,18"
2317;04.03.01.024;1;TRATAMENTO CIRURGICO DE FISTULA LIQUORICA CRANIANA;"2.018,51"
2318;04.03.01.025;0;TRATAMENTO CIRURGICO DE FISTULA LIQUORICA RAQUIDIANA;"2.018,51"
4107;04.14.01.025;6;TRATAMENTO CIRURGICO DE FISTULA ORO-SINUSAL / ORO-NASAL;"150,00"
10028;04.04.03.024;6;TRATAMENTO CIRURGICO DE FISTULA ORO-SINUSAL EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"544,74"
3942;04.09.07.023;8;TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL;"339,52"
3988;04.12.01.014;3;TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA ADQUIRIDA;"1.713,98"
3940;04.09.07.024;6;TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL;"391,30"
3741;04.09.01.044;8;TRATAMENTO CIRURGICO DE FISTULA VESICO-CUTANEA;"34,10"
3790;04.09.01.045;6;TRATAMENTO CIRURGICO DE FISTULA VESICO-ENTERICA;"794,77"
3797;04.09.01.046;4;TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL;"794,77"
3778;04.09.06.028;3;TRATAMENTO CIRURGICO DE FISTULA VESICO-UTERINA;"794,77"
3943;04.09.07.025;4;TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL;"1.142,25"
10029;04.04.03.025;4;TRATAMENTO CIRURGICO DE FISTULAS ORONASAIS EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL;"544,84"
3753;04.09.01.047;2;TRATAMENTO CIRURGICO DE FISTULAS URETERAIS;"594,71"
3202;04.08.02.033;4;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO;"498,98"
3285;04.08.02.034;2;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO);"192,60"
3217;04.08.02.035;0;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE EPI~CONDILO / EPITROCLEA DO UMERO;"311,42"
3610;04.08.05.045;4;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE;"268,41"
3215;04.08.02.036;9;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA / CABECA DO RADIO;"368,64"
3290;04.08.02.037;7;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS;"258,26"
3608;04.08.05.046;2;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS;"268,43"
3612;04.08.05.047;0;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS;"336,60"
3449;04.08.05.048;9;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE);"961,85"
3203;04.08.02.038;5;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO;"499,74"
3441;04.08.04.026;2;TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO ANTERO-POSTERIOR;"871,30"
3453;04.08.04.027;0;TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO DO COCCIX;"195,99"
3483;04.08.04.028;9;TRATAMENTO CIRURGICO DE FRATURA / LUXACAO COXOFEMORAL C/ FRATURA DA EPIFISE FEMORAL;"1.836,42"
3607;04.08.05.049;7;TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO;"432,14"
3122;04.08.01.015;0;TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA;"378,70"
3535;04.08.05.050;0;TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA;"846,36"
3443;04.08.05.051;9;TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR;"972,97"
3264;04.08.02.040;7;TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO;"253,80"
3536;04.08.05.052;7;TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA;"503,67"
3313;04.08.02.041;5;TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO;"366,37"
3272;04.08.02.042;3;TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRACO (C/ SINTESE);"547,30"
7559;04.08.02.043;1;TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA;"265,29"
3456;04.08.04.029;7;TRATAMENTO CIRURGICO DE FRATURA DO ACETABULO;"1.635,27"
3663;04.08.05.053;5;TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO;"268,42"
3143;04.08.01.016;9;TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA;"379,15"
3123;04.08.01.017;7;TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA;"301,40"
8513;04.03.01.026;8;TRATAMENTO CIRURGICO DE FRATURA DO CRANIO COM AFUNDAMENTO;"1.191,50"
10019;04.04.02.066;6;TRATAMENTO CIRURGICO DE FRATURA DO OSSO ZIGOMATICO SEM OSTEOSSINTESE;"490,88"
3558;04.08.05.054;3;TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL;"465,96"
3562;04.08.05.055;1;TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL;"397,15"
3454;04.08.04.030;0;TRATAMENTO CIRURGICO DE FRATURA DO SACRO;"195,99"
3662;04.08.05.056;0;TRATAMENTO CIRURGICO DE FRATURA DO TALUS;"268,42"
3604;04.08.05.057;8;TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR;"481,49"
3477;04.08.05.058;6;TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR;"397,15"
3561;04.08.05.059;4;TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO;"397,15"
3555;04.08.05.060;8;TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA;"588,22"
3295;04.08.02.044;0;TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DOS OSSOS DO ANTEBRACO;"201,02"
6246;04.08.03.074;7;TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE);"1.720,27"
3492;04.08.05.061;6;TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA;"759,42"
3447;04.08.05.062;4;TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL);"972,97"
3451;04.08.05.063;2;TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA;"972,97"
7556;04.08.06.059;0;TRATAMENTO CIRURGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MAO E DO PE;"555,83"
4020;04.12.04.019;0;"TRATAMENTO CIRURGICO DE FRATURA, NECROSE OU INFECCAO DO ESTERNO";"965,40"
3481;04.08.04.031;9;TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DA ARTICULACAO COXOFEMORAL (DUPLO ACESSO);"1.722,72"
3283;04.08.02.045;8;TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI;"366,37"
4022;04.12.04.020;4;TRATAMENTO CIRURGICO DE FRATURAS DO GRADIL COSTAL;"965,40"
3262;04.08.02.046;6;TRATAMENTO CIRURGICO DE FRATURAS DOS OSSOS DO CARPO;"250,56"
3253;04.08.02.047;4;TRATAMENTO CIRURGICO DE GIGANTISMO DA MAO;"219,67"
3665;04.08.05.064;0;TRATAMENTO CIRURGICO DE GIGANTISMO DO PE;"300,77"
2676;04.05.05.035;6;TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO;"1.236,75"
3976;04.11.02.004;8;TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA;"459,18"
3647;04.08.05.065;9;TRATAMENTO CIRURGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;"355,81"
8516;04.03.01.027;6;TRATAMENTO CIRURGICO DE HEMATOMA EXTRADURAL;"1.500,72"
8517;04.03.01.028;4;TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL;"1.310,19"
2320;04.03.01.029;2;TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL (COM TECNICA COMPLEMENTAR);"1.625,05"
8518;04.03.01.030;6;TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO;"1.500,72"
8519;04.03.01.031;4;TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO;"1.500,72"
4114;04.14.02.035;9;TRATAMENTO CIRURGICO DE HEMORRAGIA BUCO-DENTAL;"0,00"
3802;04.09.01.048;0;TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL (FORMOLIZACAO DA BEXIGA);"483,31"
3707;04.08.06.060;3;TRATAMENTO CIRURGICO DE HERNIA MUSCULAR;"203,29"
3859;04.09.04.021;5;TRATAMENTO CIRURGICO DE HIDROCELE;"34,10"
2287;04.01.02.014;2;TRATAMENTO CIRURGICO DE HIPERCERATOSE PLANTAR (C/ CORRECAO PLASTICA);"302,08"
3948;04.09.07.026;2;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;"119,35"
2998;04.07.02.044;6;TRATAMENTO CIRURGICO DE ILEO MECONIAL;"944,53"
3062;04.07.02.045;4;TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS;"239,45"
3808;04.09.02.011;7;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA;"34,10"
3944;04.09.07.027;0;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;"372,89"
3793;04.09.01.049;9;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL;"386,20"
3718;04.08.06.061;1;TRATAMENTO CIRURGICO DE INFECCAO EM ARTROPLASTIA DAS MEDIAS / PEQUENAS ARTICULACOES;"335,41"
3717;04.08.06.062;0;TRATAMENTO CIRURGICO DE INFECCAO POS-ARTROPLASTIA (GRANDES ARTICULACOES);"613,35"
3979;04.11.01.008;5;TRATAMENTO CIRURGICO DE INVERSAO UTERINA AGUDA POS PARTO;"440,62"
3291;04.08.02.048;2;TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO;"241,43"
7560;04.08.05.066;7;TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO);"473,83"
3318;04.08.02.049;0;TRATAMENTO CIRURGICO DE LESAO DA MUSCULATURA INTRINSECA DA MAO;"222,09"
7554;04.08.05.067;5;TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO INFERIOR;"524,43"
7555;04.08.02.050;4;TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR;"261,64"
4083;04.13.04.017;8;TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA;"741,69"
2842;04.06.02.049;3;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DA REGIAO CERVICAL;"607,00"
2841;04.06.02.050;7;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR BILATERAL;"607,00"
2840;04.06.02.051;5;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR UNILATERAL;"569,00"
2839;04.06.02.052;3;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR BILATERAL;"607,00"
2838;04.06.02.053;1;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR UNILATERAL;"569,00"
2891;04.06.02.054;0;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DO ABDOMEN;"1.457,86"
2869;04.06.02.055;8;TRATAMENTO CIRURGICO DE LINFEDEMA;"540,22"
3125;04.08.01.018;5;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;"377,59"
3537;04.08.05.068;3;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO;"397,15"
3281;04.08.02.051;2;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO CARPO-METACARPIANA;"208,94"
3265;04.08.02.052;0;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO DOS OSSOS DO CARPO;"201,02"
3130;04.08.01.019;3;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA;"301,40"
3126;04.08.01.020;7;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR;"452,90"
3296;04.08.02.053;9;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METACARPO-FALANGIANA;"192,60"
3294;04.08.06.063;8;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA;"192,60"
3616;04.08.05.069;1;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA;"268,42"
3615;04.08.05.070;5;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO SUBTALAR E INTRA-TARSICA;"268,42"
3589;04.08.05.071;3;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA;"268,42"
3445;04.08.04.032;7;TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL CONGENITA;"1.635,27"
3446;04.08.04.033;5;TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA;"1.635,27"
3476;04.08.04.034;3;TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL;"1.635,27"
3135;04.08.02.054;7;TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXACAO DO COTOVELO;"311,42"
3193;04.08.01.021;5;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL;"379,15"
2976;04.07.02.046;2;TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL;"1.017,86"
10035;04.04.03.031;9;TRATAMENTO CIRURGICO DE MACROSTOMIA /MICROSTOMIA POR ANOMALIA CRANIOFACIAL;"524,20"
3324;04.08.06.064;6;TRATAMENTO CIRURGICO DE MAO OU PE EM FENDA / DEDO BIFIDO / MACRODACTILIA / POLIDACTILIA;"240,60"
3648;04.08.05.072;1;TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO;"268,42"
2635;04.05.03.011;8;TRATAMENTO CIRURGICO DE MIIASE PALPEBRAL;"22,93"
2619;04.05.03.012;6;TRATAMENTO CIRURGICO DE NEOPLASIA DE ESCLERA;"259,20"
2339;04.03.02.011;5;TRATAMENTO CIRURGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRURGIA;"1.318,46"
10018;04.04.02.065;8;"TRATAMENTO CIRURGICO DE OSTEOMA, ODONTOMA /OUTRAS LESOES ESPECIFICADAS";"341,20"
2509;04.04.02.038;0;TRATAMENTO CIRURGICO DE OSTEOMIELITE DE OSSOS DA FACE;"527,83"
8514;04.03.01.032;2;TRATAMENTO CIRURGICO DE OSTEOMIELITE DO CRANIO;"1.191,50"
2567;04.04.02.039;9;TRATAMENTO CIRURGICO DE PARALISIA FACIAL (SUSPENSAO DE HEMIFACE);"436,86"
4016;04.12.04.021;2;TRATAMENTO CIRURGICO DE PAREDE TORACICA;"1.585,50"
3650;04.08.05.073;0;TRATAMENTO CIRURGICO DE PE CAVO;"268,42"
3649;04.08.05.074;8;TRATAMENTO CIRURGICO DE PE PLANO VALGO;"268,42"
3651;04.08.05.075;6;TRATAMENTO CIRURGICO DE PE TALO VERTICAL;"344,52"
3618;04.08.05.076;4;TRATAMENTO CIRURGICO DE PE TORTO CONGENITO;"284,06"
3646;04.08.05.077;2;TRATAMENTO CIRURGICO DE PE TORTO CONGENITO INVETERADO;"344,52"
10549;04.04.01.050;4;TRATAMENTO CIRURGICO DE PERFURACAO DO SEPTO NASAL;"265,23"
