CHAVE,FORMA,GRUPO,PROCEDIMENTO,SUBGRUPO
701020440,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA PARA DESARTICULAÇÃO DE COTOVELO (PUNHO DE ROSCA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020458,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA PARA DESARTICULAÇÃO DE COTOVELO (PUNHO UNIVERSO).,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020466,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA PARA AMPUTAÇÃO TRANSRADIAL.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020474,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSRADIAL COM GANCHO DE DUPLA FORCA.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020482,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSRADIAL COTO CURTO.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020490,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSRADIAL P/ PUNHO DE TROCA RÁPIDA COM GANCHO DE DUPLA FORCA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020504,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE FUNCIONAL EXOESQUELÉTICA TRANSUMERAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020512,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE MAMÁRIA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020520,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE PARA AMPUTAÇÃO TIPO CHOPART,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020539,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE PASSIVA ENDOESQUELÉTICA PARA DESARTICULAÇÃO DE OMBRO E ESCAPULECTOMIA PARCIAL OU TOTAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020547,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE PASSIVA ENDOESQUELETICA TRANSUMERAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020555,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE PASSIVA PARA AMPUTAÇÃO PARCIAL DA MÃO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020563,OPM ortopédicas,"Órteses, próteses e materiais especiais",PRÓTESE TIPO PALMILHA PARA AMPUTAÇÃO EM NÍVEL DO ANTE PÉ,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020571,OPM ortopédicas,"Órteses, próteses e materiais especiais",ADAPTAÇÃO DE OPM ORTOPÉDICA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020580,OPM ortopédicas,"Órteses, próteses e materiais especiais",MANUTENÇÃO DE OPM ORTOPÉDICA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020598,OPM ortopédicas,"Órteses, próteses e materiais especiais","MATERIAIS ELÁSTICOS PARA MODELAGEM DE COTOS, CONTROLE CICATRICIAL OU CONTROLE DE EDEMA DE MEMBROS SU","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020601,OPM ortopédicas,"Órteses, próteses e materiais especiais",TÁBUA (PRANCHA) PARA TRANSFERÊNCIA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020610,OPM ortopédicas,"Órteses, próteses e materiais especiais",CINTA PARA TRANSFERÊNCIAS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020628,OPM ortopédicas,"Órteses, próteses e materiais especiais",ALMOFADA DE ASSENTO PARA PREVENÇÃO DE ÚLCERAS DE PRESSÃO EM CÉLULAS DE AR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020636,OPM ortopédicas,"Órteses, próteses e materiais especiais",ALMOFADA DE ASSENTO PARA CADEIRA DE RODAS PARA PREVENÇÃO DE ÚLCERAS DE PRESSÃO - SIMPLES,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020644,OPM ortopédicas,"Órteses, próteses e materiais especiais",MESA DE ATIVIDADES PARA CADEIRA DE RODAS (TÁBUA MESA),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701020652,OPM ortopédicas,"Órteses, próteses e materiais especiais",BENGALA DE 4 PONTAS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030011,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUÇÃO ÓSSEA CONVENCIONAL TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030020,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUÇÃO ÓSSEA RETROAURICULAR TIPO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030038,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030046,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030054,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030062,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030070,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030089,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030097,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030100,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030119,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030127,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030135,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030143,OPM auditivas,"Órteses, próteses e materiais especiais",APARELHO DE AMPLIFICAÇÃO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030151,OPM auditivas,"Órteses, próteses e materiais especiais",MOLDE AURICULAR (REPOSIÇÃO),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030160,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO DE CONDUÇÃO ÓSSEA CONVENCIONAL TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030178,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO DE CONDUÇÃO ÓSSEA RETROAURICULAR TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030186,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO INTRA-AURICULAR TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030194,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO INTRA-AURICULAR TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030208,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO INTRA-AURICULAR TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030216,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO INTRA-CANAL TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030224,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO INTRA-CANAL TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030232,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO INTRA-CANAL TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030240,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO MICRO-CANAL TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030259,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO MICRO-CANAL TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030267,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO MICRO-CANAL TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030275,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO RETROAURICULAR TIPO A,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030283,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO RETROAURICULAR TIPO B,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030291,OPM auditivas,"Órteses, próteses e materiais especiais",REPOSIÇÃO DE AASI EXTERNO RETROAURICULAR TIPO C,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030305,OPM auditivas,"Órteses, próteses e materiais especiais",MANUTENÇÃO/ ADAPTAÇÃO DE OPM AUDITIVA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030321,OPM auditivas,"Órteses, próteses e materiais especiais",SISTEMA DE FREQUENCIA MODULADA PESSOAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030330,OPM auditivas,"Órteses, próteses e materiais especiais",ÁUDIO PROCESSADOR DA PRÓTESE AUDITIVA ANCORADA NO OSSO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701030348,OPM auditivas,"Órteses, próteses e materiais especiais",TROCA DO PROCESSADOR DE FALA P/ IMPLANTE COCLEAR MULTICANAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040017,OPM oftalmológicas,"Órteses, próteses e materiais especiais",BENGALA ARTICULADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040025,OPM oftalmológicas,"Órteses, próteses e materiais especiais",LENTE ESCLERAL PINTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040033,OPM oftalmológicas,"Órteses, próteses e materiais especiais",LUPA DE APOIO COM OU SEM ILUMINAÇÃO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040041,OPM oftalmológicas,"Órteses, próteses e materiais especiais",LUPA MANUAL COM OU SEM ILUMINAÇÃO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040050,OPM oftalmológicas,"Órteses, próteses e materiais especiais","ÓCULOS COM LENTES CORRETIVAS IGUAIS / MAIORES QUE 0,5 DIOPTRIAS","Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040068,OPM oftalmológicas,"Órteses, próteses e materiais especiais",PRÓTESE OCULAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040076,OPM oftalmológicas,"Órteses, próteses e materiais especiais",ÓCULOS MONOFOCAL - PROJETO OLHAR BRASIL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040084,OPM oftalmológicas,"Órteses, próteses e materiais especiais",ÓCULOS BIFOCAL - PROJETO OLHAR BRASIL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040092,OPM oftalmológicas,"Órteses, próteses e materiais especiais",ÓCULOS COM LENTE FILTRANTE PARA ALBINOS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040106,OPM oftalmológicas,"Órteses, próteses e materiais especiais",SISTEMAS TELESCÓPICOS BINOCULARES MONTADOS EM ARMAÇÃO COM FOCO AJUSTÁVEL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040114,OPM oftalmológicas,"Órteses, próteses e materiais especiais",SISTEMAS TELESCÓPICOS MANUAL MONOCULAR COM FOCO AJUSTÁVEL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040122,OPM oftalmológicas,"Órteses, próteses e materiais especiais",ÓCULOS COM LENTES ASFÉRICAS POSITIVAS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040130,OPM oftalmológicas,"Órteses, próteses e materiais especiais",ÓCULOS COM LENTES ESFERO PRISMÁTICAS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040149,OPM oftalmológicas,"Órteses, próteses e materiais especiais",ADAPTAÇÃO DE OPM OFTALMOLÓGICA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701040157,OPM oftalmológicas,"Órteses, próteses e materiais especiais",MANUTENÇÃO DE OPM OFTALMOLÓGICA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701050012,OPM em gastroenterologia,"Órteses, próteses e materiais especiais",BOLSA DE COLOSTOMIA FECHADA COM ADESIVO MICROPOROSO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701050020,OPM em gastroenterologia,"Órteses, próteses e materiais especiais",BOLSA DE COLOSTOMIA COM ADESIVO MICROPORO DRENAVEL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701050047,OPM em gastroenterologia,"Órteses, próteses e materiais especiais",CONJUNTO DE PLACA E BOLSA PARA OSTOMA INTESTINAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701060018,OPM em urologia,"Órteses, próteses e materiais especiais",BARREIRAS PROTETORAS DE PELE SINTÉTICA E/OU MISTA EM FORMA DE PÓ / PASTA E/OU PLACA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701060026,OPM em urologia,"Órteses, próteses e materiais especiais",BOLSA COLETORA P/ UROSTOMIZADOS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701060034,OPM em urologia,"Órteses, próteses e materiais especiais",COLETOR URINÁRIO DE PERNA OU DE CAMA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701060042,OPM em urologia,"Órteses, próteses e materiais especiais",CONJUNTO DE PLACA E BOLSA PARA UROSTOMIZADOS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070013,OPM em odontologia,"Órteses, próteses e materiais especiais",APARELHO FIXO BILATERAL PARA FECHAMENTO DE DIASTEMA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070021,OPM em odontologia,"Órteses, próteses e materiais especiais",APARELHO ORTOPÉDICO E ORTODÔNTICO REMOVÍVEL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070030,OPM em odontologia,"Órteses, próteses e materiais especiais",APARELHO P/ BLOQUEIO MAXILO-MANDIBULAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070048,OPM em odontologia,"Órteses, próteses e materiais especiais",COROA DE ACO E POLICARBOXILATO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070056,OPM em odontologia,"Órteses, próteses e materiais especiais",COROA PROVISORIA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070064,OPM em odontologia,"Órteses, próteses e materiais especiais",MANTENEDOR DE ESPAÇO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070072,OPM em odontologia,"Órteses, próteses e materiais especiais",PLACA OCLUSAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070080,OPM em odontologia,"Órteses, próteses e materiais especiais",PLANO INCLINADO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070099,OPM em odontologia,"Órteses, próteses e materiais especiais",PROTESE PARCIAL MANDIBULAR REMOVIVEL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070102,OPM em odontologia,"Órteses, próteses e materiais especiais",PROTESE PARCIAL MAXILAR REMOVIVEL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070110,OPM em odontologia,"Órteses, próteses e materiais especiais",PROTESE TEMPORARIA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070129,OPM em odontologia,"Órteses, próteses e materiais especiais",PROTESE TOTAL MANDIBULAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070137,OPM em odontologia,"Órteses, próteses e materiais especiais",PROTESE TOTAL MAXILAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070145,OPM em odontologia,"Órteses, próteses e materiais especiais",PROTESES CORONARIAS / INTRA-RADICULARES FIXAS / ADESIVAS (POR ELEMENTO),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070153,OPM em odontologia,"Órteses, próteses e materiais especiais",PRÓTESE DENTÁRIA SOBRE IMPLANTE,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070161,OPM em odontologia,"Órteses, próteses e materiais especiais",APARELHO ORTOPÉDICO FIXO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701070170,OPM em odontologia,"Órteses, próteses e materiais especiais",APARELHO ORTODÔNTICO FIXO,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080019,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",APARELHO ORTODONTICO EM ANOMALIAS CRANIO-FACIAIS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080027,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE AURICULAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080035,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE EXTENSA / COMBINADA (2/3 DA FACE),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080043,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE FIXA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080051,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE PARA GRANDE PERDA MAXILAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080060,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE LABIAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080078,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE NASAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080086,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE ÓCULO-PALPEBRAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080094,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE REMOVÍVEL EM PACIENTES COM ANOMALIAS CRÂNIO E BUCOMAXILOFACIAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080108,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PROTESE ZIGOMATICA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080116,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE MANDIBULAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080124,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE PARA GRANDES PERDAS MAXILARES,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080132,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE AURICULAR IMPLANTO SUPORTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080140,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE EXTENSA DA FACE (2/3 DA FACE),"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080159,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE PARA GRANDE PERDA MAXILAR IMPLANTO SUPORTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080167,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE LABIAL IMPLANTO SUPORTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080175,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE NASAL IMPLANTO SUPORTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080183,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE ÓCULO-PALPEBRAL IMPLANTO SUPORTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701080191,OPM de anomalias buco-maxilo-facial,"Órteses, próteses e materiais especiais",PRÓTESE OBTURADORA PALATOFARINGEANA IMPLANTO SUPORTADA,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090014,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",ÓRTESE HCO TIPO PHILADELPHIA PARA IMOBILIZAÇÃO DA REGIÃO CERVICAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090022,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE ENDOESQUELETICA TRANSFEMURAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090030,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE TRANSTIBIAL ENDOESQUELETICA.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090049,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUICAO DE ESPUMA E MEIA EM PROTESE ENDOESQUELETICA TRANSUMERAL,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090057,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUICAO DE LUVA COSMETICA P/ MAOS PROTETICAS,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090065,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO DE PÉ DE ADAPTAÇÃO DINÂMICA.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090073,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO DE PÉ SACH / ARTICULADO.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090081,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO DO ENCAIXE INTERNO FLEXÍVEL PARA PRÓTESE TRANSTIBIAL EXOESQUELETICA / ENDOESQUELETIC,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090090,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO ENCAIXE PARA PRÓTESE TRANSFEMURAL ENDOESQUELETICA / EXOESQUELETICA.,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090103,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO CABO DE CONEXÃO DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090111,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO COMPARTIMENTO/GAVETA DE BATERIAS DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090120,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",CONSERTO DO COMPARTIMENTO/GAVETA DE BATERIAS DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090138,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090146,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",CONSERTO DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090154,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DAS BATERIAS RECARREGÁVEIS DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090162,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO CONTROLE REMOTO DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090170,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",CONSERTO DO CONTROLE REMOTO DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
701090189,Substituição/Troca em órteses/próteses,"Órteses, próteses e materiais especiais",SUBSTITUIÇÃO/TROCA DO IMÃ DA ANTENA DA PRÓTESE DE IMPLANTE COCLEAR,"Órteses, próteses e materiais especiais não relacionados ao ato cirúrgico"
