CODIGO;DESCRICAO_CID;CATEGORIA
D500;Anemia por deficiência de ferro secundária à perda de sangue (crônica);Anemia por deficiência de ferro
D501;Disfagia sideropênica;Anemia por deficiência de ferro
D508;Outras anemias por deficiência de ferro;Anemia por deficiência de ferro
D509;Anemia por deficiência de ferro não especificada;Anemia por deficiência de ferro
D51;Anemia por deficiência de vitamina B12;Anemia por deficiência de vitamina B12
D510;Anemia por deficiência de vitamina B12 devida à deficiência de fator intrínseco;Anemia por deficiência de vitamina B12
D511;Anemia por deficiência de vitamina B12 devida à má-absorção seletiva de vitamina B12 com proteinúria;Anemia por deficiência de vitamina B12
D512;Deficiência de transcobalamina II;Anemia por deficiência de vitamina B12
D513;Outras anemias por deficiência de vitamina B12 na dieta;Anemia por deficiência de vitamina B12
D518;Outras anemias por deficiência de vitamina B12;Anemia por deficiência de vitamina B12
D519;Anemia por deficiência de vitamina B12 não especificada;Anemia por deficiência de vitamina B12
D52;Anemia por deficiência de folato;Anemia por deficiência de folato
D520;Anemia por deficiência de folato na dieta;Anemia por deficiência de folato
D521;Anemia por deficiência de folato induzida por drogas;Anemia por deficiência de folato
D528;Outras anemias por deficiência de folato;Anemia por deficiência de folato
D529;Anemia por deficiência de folato não especificada;Anemia por deficiência de folato
D53;Outras anemias nutricionais;Outras anemias nutricionais
D530;Anemia por deficiência de proteínas;Outras anemias nutricionais
D531;Outras anemias megaloblásticas não classificadas em outras partes;Outras anemias nutricionais
D532;Anemia escorbútica;Outras anemias nutricionais
D538;Outras anemias nutricionais especificadas;Outras anemias nutricionais
D539;Anemia nutricional não especificada;Outras anemias nutricionais
D55;Anemia devida a transtornos enzimáticos;Anemia devida a transtornos enzimáticos
D550;Anemia devida à deficiência de glicose-6-fosfato-desidrogenase [G-6-PD];Anemia devida a transtornos enzimáticos
D551;Anemia devida a outros transtornos do metabolismo do glutation;Anemia devida a transtornos enzimáticos
D552;Anemia devida a transtornos das enzimas glicolíticas;Anemia devida a transtornos enzimáticos
D553;Anemia devida a transtornos do metabolismo de nucleotídios;Anemia devida a transtornos enzimáticos
D558;Outras anemias devidas a transtornos enzimáticos;Anemia devida a transtornos enzimáticos
D559;Anemia devida a transtorno enzimático não especificada;Anemia devida a transtornos enzimáticos
D56;Talassemia;Talassemia
D560;Talassemia alfa;Talassemia
D561;Talassemia beta;Talassemia
D562;Talassemia delta-beta;Talassemia
D563;Estigma talassêmico;Talassemia
D564;Persistência hereditária de hemoglobina fetal;Talassemia
D568;Outras talassemias;Talassemia
D569;Talassemia não especificada;Talassemia
D57;Transtornos falciformes;Transtornos falciformes
D570;Anemia falciforme com crise;Transtornos falciformes
D571;Anemia falciforme sem crise;Transtornos falciformes
D572;Transtornos falciformes heterozigóticos duplos;Transtornos falciformes
D573;Estigma falciforme;Transtornos falciformes
D578;Outros transtornos falciformes;Transtornos falciformes
D58;Outras anemias hemolíticas hereditárias;Outras anemias hemolíticas hereditárias
D580;Esferocitose hereditária;Outras anemias hemolíticas hereditárias
D581;Eliptocitose hereditária;Outras anemias hemolíticas hereditárias
D582;Outras hemoglobinopatias;Outras anemias hemolíticas hereditárias
D588;Outras anemias hemolíticas hereditárias especificadas;Outras anemias hemolíticas hereditárias
D589;Anemia hemolítica hereditária não especificada;Outras anemias hemolíticas hereditárias
D59;Anemia hemolítica adquirida;Anemia hemolítica adquirida
D590;Anemia hemolítica auto-imune induzida por droga;Anemia hemolítica adquirida
D591;Outras anemias hemolíticas auto-imunes;Anemia hemolítica adquirida
D592;Anemia hemolítica não-auto-imune induzida por drogas;Anemia hemolítica adquirida
D593;Síndrome hemolítico-urêmica;Anemia hemolítica adquirida
D594;Outras anemias hemolíticas não-autoimunes;Anemia hemolítica adquirida
D595;Hemoglobinúria paroxística noturna [Marchiafava-Micheli];Anemia hemolítica adquirida
D596;Hemoglobinúria devida à hemólise por outras causas externas;Anemia hemolítica adquirida
D598;Outras anemias hemolíticas adquiridas;Anemia hemolítica adquirida
D599;Anemia hemolítica adquirida não especificada;Anemia hemolítica adquirida
D60;"Aplasia pura da série vermelha, adquirida [eritroblastopenia]";"Aplasia pura da série vermelha, adquirida [eritroblastopenia]"
D600;Aplasia pura adquirida crônica da série vermelha;"Aplasia pura da série vermelha, adquirida [eritroblastopenia]"
D601;Aplasia pura adquirida transitória da série vermelha;"Aplasia pura da série vermelha, adquirida [eritroblastopenia]"
D608;Outras aplasias puras adquiridas da série vermelha;"Aplasia pura da série vermelha, adquirida [eritroblastopenia]"
D609;"Aplasia pura adquirida, não especificada, da série vermelha";"Aplasia pura da série vermelha, adquirida [eritroblastopenia]"
D61;Outras anemias aplásticas;Outras anemias aplásticas
D610;Anemia aplástica constitucional;Outras anemias aplásticas
D611;Anemia aplástica induzida por drogas;Outras anemias aplásticas
D612;Anemia aplástica devida a outros agentes externos;Outras anemias aplásticas
D613;Anemia aplástica idiopática;Outras anemias aplásticas
D618;Outras anemias aplásticas especificadas;Outras anemias aplásticas
D619;Anemia aplástica não especificada;Outras anemias aplásticas
D62;Anemia aguda pós-hemorrágica;Anemia aguda pós-hemorrágica
D63;Anemia em doenças crônicas classificadas em outra parte;Anemia em doenças crônicas classificadas em outra parte
D630;Anemia em neoplasias;Anemia em neoplasias
D638;Anemia em outras doenças classificadas em outra parte;Anemia em neoplasias
D64;Outras anemias;Outras anemias
D640;Anemia sideroblástica hereditária;Outras anemias
D641;Anemia sideroblástica secundária a doença;Outras anemias
D642;Anemia sideroblástica secundária ao uso de drogas e a toxinas;Outras anemias
D643;Outras anemias sideroblásticas;Outras anemias
D644;Anemia diseritropoética congênita;Outras anemias
D648;Outras anemias especificadas;Outras anemias
D649;Anemia não especificada;Outras anemias
D65;Coagulação intravascular disseminada [síndrome de desfibrinação];Coagulação intravascular disseminada [síndrome de desfibrinação]
D66;Deficiência hereditária do fator VIII;Deficiência hereditária do fator VIII
D67;Deficiência hereditária do fator IX;Deficiência hereditária do fator IX
D68;Outros defeitos da coagulação;Deficiência hereditária do fator IX
D680;Doença de Von Willebrand;Deficiência hereditária do fator IX
D681;Deficiência hereditária de fator XI;Deficiência hereditária do fator IX
D682;Deficiência hereditária de outros fatores de coagulação;Deficiência hereditária do fator IX
D683;Transtorno hemorrágico devido a anticoagulantes circulantes;Deficiência hereditária do fator IX
D684;Deficiência adquirida de fator de coagulação;Deficiência hereditária do fator IX
D688;Outros defeitos especificados da coagulação;Deficiência hereditária do fator IX
D689;Defeito de coagulação não especificado;Deficiência hereditária do fator IX
D69;Púrpura e outras afecções hemorrágicas;Púrpura e outras afecções hemorrágicas
D690;Púrpura alérgica;Púrpura e outras afecções hemorrágicas
D691;Defeitos qualitativos das plaquetas;Púrpura e outras afecções hemorrágicas
D692;Outras púrpuras não-trombocitopênicas;Púrpura e outras afecções hemorrágicas
D693;Púrpura trombocitopênica idiopática;Púrpura e outras afecções hemorrágicas
D694;Outra trombocitopenia primária;Púrpura e outras afecções hemorrágicas
D695;Trombocitopenia secundária;Púrpura e outras afecções hemorrágicas
D696;Trombocitopenia não especificada;Púrpura e outras afecções hemorrágicas
D698;Outras afecções hemorrágicas especificadas;Púrpura e outras afecções hemorrágicas
D699;Afecção hemorrágica não especificada;Púrpura e outras afecções hemorrágicas
D70;Agranulocitose;Agranulocitose
D71;Transtornos funcionais dos neutrófilos polimorfonucleares;Agranulocitose
D72;Outros transtornos dos glóbulos brancos;Agranulocitose
D720;Anomalias genéticas dos leucócitos;Agranulocitose
D721;Eosinofilia;Agranulocitose
D728;Outros transtornos especificados dos glóbulos brancos;Agranulocitose
D729;Transtornos não especificados dos glóbulos brancos;Agranulocitose
D73;Doenças do baço;Doenças do baço
D730;Hipoesplenismo;Doenças do baço
D731;Hiperesplenismo;Doenças do baço
D732;Esplenomegalia congestiva crônica;Doenças do baço
D733;Abscesso do baço;Doenças do baço
D734;Cisto do baço;Doenças do baço
D735;Infarto do baço;Doenças do baço
D738;Outras doenças do baço;Doenças do baço
D739;Doença não especificada do baço;Metemoglobinemia
D74;Metemoglobinemia;Metemoglobinemia
D740;Metemoglobinemia congênita;Metemoglobinemia
D748;Outras metemoglobinemias;Metemoglobinemia
D749;Metemoglobinemia não especificada;Metemoglobinemia
D75;Outras doenças do sangue e dos órgãos hematopoéticos;Outras doenças do sangue e dos órgãos hematopoéticos
D750;Eritrocitose familiar;Outras doenças do sangue e dos órgãos hematopoéticos
D751;Policitemia secundária;Outras doenças do sangue e dos órgãos hematopoéticos
D752;Trombocitose essencial;Outras doenças do sangue e dos órgãos hematopoéticos
D758;Outras doenças especificadas do sangue e dos órgãos hematopoéticos;Outras doenças do sangue e dos órgãos hematopoéticos
D759;Doença não especificada do sangue e dos órgãos hematopoéticos;Outras doenças do sangue e dos órgãos hematopoéticos
D76;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico
D760;Histiocitose das células de Langerhans não classificadas em outra parte;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico
D761;Linfohistiocitose hemofagocítica;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico
D762;Síndrome hematofagocítica associada à infecção;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico
D763;Outras síndromes histiocíticas;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico
D77;Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte;Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte
D80;Imunodeficiência com predominância de defeitos de anticorpos;Imunodeficiência com predominância de defeitos de anticorpos
D800;Hipogamaglobulinemia hereditária;Imunodeficiência com predominância de defeitos de anticorpos
D801;Hipogamaglobulinemia não familiar;Imunodeficiência com predominância de defeitos de anticorpos
D802;Deficiência seletiva de imunoglobulina A [IgA];Imunodeficiência com predominância de defeitos de anticorpos
D803;Deficiência seletiva de subclasses de imunoglobulina G [IgG];Imunodeficiência com predominância de defeitos de anticorpos
D804;Deficiência seletiva de imunoglobulina M [IgM];Imunodeficiência com predominância de defeitos de anticorpos
D805;Imunodeficiência com aumento de imunoglobulina M [IgM];Imunodeficiência com predominância de defeitos de anticorpos
D806;Deficiência de anticorpos com imunoglobulinas próximas do normal ou com hiperimunoglobulinemia;Imunodeficiência com predominância de defeitos de anticorpos
D807;Hipogamaglobulinemia transitória da infância;Imunodeficiência com predominância de defeitos de anticorpos
D808;Outras imunodeficiências com predominância de defeitos de anticorpos;Imunodeficiência com predominância de defeitos de anticorpos
D809;Imunodeficiência não especificada com predominância de defeitos de anticorpos;Imunodeficiência com predominância de defeitos de anticorpos
D81;Deficiências imunitárias combinadas;Deficiências imunitárias combinadas
D810;Imunodeficiência combinada grave [SCID] com disgenesia reticular;Deficiências imunitárias combinadas
D811;Imunodeficiência combinada grave [SCID] com números baixos de células T e B;Deficiências imunitárias combinadas
D812;Imunodeficiência combinada grave [SCID] com números baixos ou normais de células B;Deficiências imunitárias combinadas
D813;Deficiência de adenosina-deaminase [ADA];Deficiências imunitárias combinadas
D814;Síndrome de Nezelof;Deficiências imunitárias combinadas
D815;Deficiência de purina-nucleosídeo fosforilase [PNP];Deficiências imunitárias combinadas
D816;Deficiência major classe I do complexo de histocompatibilidade;Deficiências imunitárias combinadas
D817;Deficiência major classe II do complexo de histocompatibilidade;Deficiências imunitárias combinadas
D818;Outras deficiências imunitárias combinadas;Deficiências imunitárias combinadas
D819;Deficiências imunitárias combinadas não especificadas;Deficiências imunitárias combinadas
D82;Imunodeficiência associada com outros defeitos "major";Imunodeficiência associada com outros defeitos "major"
D820;Síndrome de Wiskott-Aldrich;Imunodeficiência associada com outros defeitos "major"
D821;Síndrome de Di George;Imunodeficiência associada com outros defeitos "major"
D822;Imunodeficiência com encurtamento de membros;Imunodeficiência associada com outros defeitos "major"
D823;Imunodeficiência que se segue à resposta hereditária defeituosa ao vírus de Epstein-Barr (EB);Imunodeficiência associada com outros defeitos "major"
D824;Síndrome da hiperimunoglobulina E [IgE];Imunodeficiência associada com outros defeitos "major"
D828;Imunodeficiências associadas com outros defeitos "major" especificados;Imunodeficiência associada com outros defeitos "major"
D829;Imunodeficiência associada com defeitos "major" não especificados;Imunodeficiência associada com outros defeitos "major"
D83;Imunodeficiência comum variável;Imunodeficiência comum variável
D830;Imunodeficiência comum variável com predominância de anormalidades do número e da função das células B;Imunodeficiência comum variável
D831;Imunodeficiência comum variável com predominância de transtornos imunorregulatórios de células T;Imunodeficiência comum variável
D832;Imunodeficiência comum variável com auto-anticorpos às células B ou T;Imunodeficiência comum variável
D838;Outras imunodeficiências comuns variáveis;Imunodeficiência comum variável
D839;Imunodeficiência comum variável não especificada;Imunodeficiência comum variável
D84;Outras imunodeficiências;Outras imunodeficiências
D840;Defeito do antígeno-1 da função de linfócito [LFA-1];Outras imunodeficiências
D841;Defeitos no sistema complemento;Outras imunodeficiências
D848;Outras imunodeficiências especificadas;Outras imunodeficiências
D849;Imunodeficiência não especificada;Outras imunodeficiências
D86;Sarcoidose;Sarcoidose
D860;Sarcoidose do pulmão;Sarcoidose
D861;Sarcoidose dos gânglios linfáticos;Sarcoidose
D862;Sarcoidose do pulmão com sarcoidose dos gânglios linfáticos;Sarcoidose
D863;Sarcoidose da pele;Sarcoidose
D868;Sarcoidose de outros locais especificados e locais combinados;Sarcoidose
D869;Sarcoidose não especificada;Sarcoidose
D89;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
D890;Hipergamaglobulinemia policlonal;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
D891;Crioglobulinemia;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
D892;Hipergamaglobulinemia não especificada;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
D898;Outros transtornos especificados que comprometem o mecanismo imunitário não classificados em outra parte;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
D899;Transtornos não especificados que comprometem o mecanismo imunitário;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
